vehicle_id,timestamp,latitude,longitude,speed_kmh,stop_name
JEEP-01,2026-06-20T06:18:00Z,14.572372,121.06714,4.19,Dapitan-Legarda
JEEP-01,2026-06-20T06:18:30Z,14.572233,121.066837,6.02,Dapitan-Legarda
JEEP-01,2026-06-20T06:19:00Z,14.572093,121.066535,4.98,Dapitan-Legarda
JEEP-01,2026-06-20T06:19:30Z,14.571953,121.066233,2.99,Dapitan-Legarda
JEEP-01,2026-06-20T06:20:00Z,14.571814,121.06593,3.8,Dapitan-Legarda
JEEP-01,2026-06-20T06:20:30Z,14.571674,121.065628,3.38,Dapitan-Legarda
JEEP-01,2026-06-20T06:21:00Z,14.571535,121.065326,3.78,Dapitan-Legarda
JEEP-01,2026-06-20T06:21:30Z,14.571395,121.065023,0.68,Dapitan-Legarda
JEEP-01,2026-06-20T06:22:00Z,14.571256,121.064721,3.23,Dapitan-Legarda
JEEP-01,2026-06-20T06:22:30Z,14.571116,121.064419,3.7,Dapitan-Legarda
JEEP-01,2026-06-20T06:23:00Z,14.570977,121.064116,3.26,Dapitan-Legarda
JEEP-01,2026-06-20T06:23:30Z,14.570837,121.063814,2.28,Dapitan-Legarda
JEEP-01,2026-06-20T06:24:00Z,14.570698,121.063512,3.07,Dapitan-Legarda
JEEP-01,2026-06-20T06:24:30Z,14.570558,121.063209,1.47,Dapitan-Legarda
JEEP-01,2026-06-20T06:25:00Z,14.570419,121.062907,1.81,Dapitan-Legarda
JEEP-01,2026-06-20T06:25:00Z,14.548,120.995,0.17,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T06:25:30Z,14.570279,121.062605,4.01,Dapitan-Legarda
JEEP-01,2026-06-20T06:25:30Z,14.548667,120.996667,0.11,Escolta
JEEP-01,2026-06-20T06:26:00Z,14.57014,121.062302,4.24,Dapitan-Legarda
JEEP-01,2026-06-20T06:26:00Z,14.549333,120.998333,0.0,Escolta
JEEP-01,2026-06-20T06:26:30Z,14.57,121.062,2.75,Dapitan-Legarda
JEEP-01,2026-06-20T06:26:30Z,14.55,121.0,0.0,Escolta
JEEP-01,2026-06-20T06:27:00Z,14.57,121.062,21.58,Dapitan-Legarda
JEEP-01,2026-06-20T06:27:00Z,14.55,121.0,13.46,Escolta
JEEP-01,2026-06-20T06:27:30Z,14.568,121.058,20.38,Legarda
JEEP-01,2026-06-20T06:27:30Z,14.5504,121.002,14.5,Recoletos
JEEP-01,2026-06-20T06:28:00Z,14.568,121.058,14.08,Legarda
JEEP-01,2026-06-20T06:28:00Z,14.5508,121.004,21.56,Recoletos
JEEP-01,2026-06-20T06:28:30Z,14.5665,121.056,22.25,Recto Avenue
JEEP-01,2026-06-20T06:28:30Z,14.5512,121.006,21.14,Recoletos
JEEP-01,2026-06-20T06:29:00Z,14.565,121.054,22.68,Recto Avenue
JEEP-01,2026-06-20T06:29:00Z,14.5516,121.008,20.66,Recoletos
JEEP-01,2026-06-20T06:29:30Z,14.565,121.054,1.89,Recto Avenue
JEEP-01,2026-06-20T06:29:30Z,14.552,121.01,13.01,Recoletos
JEEP-01,2026-06-20T06:30:00Z,14.564786,121.053714,3.22,Raon
JEEP-01,2026-06-20T06:30:00Z,14.552,121.01,13.8,Recoletos
JEEP-01,2026-06-20T06:30:30Z,14.564571,121.053429,4.66,Raon
JEEP-01,2026-06-20T06:30:30Z,14.5524,121.012,14.49,Antiguitone
JEEP-01,2026-06-20T06:31:00Z,14.564357,121.053143,3.41,Raon
JEEP-01,2026-06-20T06:31:00Z,14.5528,121.014,21.38,Antiguitone
JEEP-01,2026-06-20T06:31:30Z,14.564143,121.052857,4.1,Raon
JEEP-01,2026-06-20T06:31:30Z,14.5532,121.016,20.45,Antiguitone
JEEP-01,2026-06-20T06:32:00Z,14.563929,121.052571,6.23,Raon
JEEP-01,2026-06-20T06:32:00Z,14.5536,121.018,23.05,Antiguitone
JEEP-01,2026-06-20T06:32:30Z,14.563714,121.052286,2.89,Raon
JEEP-01,2026-06-20T06:32:30Z,14.554,121.02,12.31,Antiguitone
JEEP-01,2026-06-20T06:33:00Z,14.5635,121.052,4.78,Raon
JEEP-01,2026-06-20T06:33:00Z,14.554,121.02,2.96,Antiguitone
JEEP-01,2026-06-20T06:33:30Z,14.563286,121.051714,4.01,Raon
JEEP-01,2026-06-20T06:33:30Z,14.554067,121.020333,1.33,Bambang
JEEP-01,2026-06-20T06:34:00Z,14.563071,121.051429,4.38,Raon
JEEP-01,2026-06-20T06:34:00Z,14.554133,121.020667,2.53,Bambang
JEEP-01,2026-06-20T06:34:30Z,14.562857,121.051143,3.34,Raon
JEEP-01,2026-06-20T06:34:30Z,14.5542,121.021,3.89,Bambang
JEEP-01,2026-06-20T06:35:00Z,14.562643,121.050857,3.47,Raon
JEEP-01,2026-06-20T06:35:00Z,14.554267,121.021333,1.54,Bambang
JEEP-01,2026-06-20T06:35:30Z,14.562429,121.050571,2.42,Raon
JEEP-01,2026-06-20T06:35:30Z,14.554333,121.021667,3.01,Bambang
JEEP-01,2026-06-20T06:36:00Z,14.562214,121.050286,3.37,Raon
JEEP-01,2026-06-20T06:36:00Z,14.5544,121.022,1.26,Bambang
JEEP-01,2026-06-20T06:36:30Z,14.562,121.05,2.71,Raon
JEEP-01,2026-06-20T06:36:30Z,14.554467,121.022333,2.88,Bambang
JEEP-01,2026-06-20T06:37:00Z,14.562,121.05,13.63,Raon
JEEP-01,2026-06-20T06:37:00Z,14.554533,121.022667,1.53,Bambang
JEEP-01,2026-06-20T06:37:30Z,14.561,121.0475,19.79,Quinta Market
JEEP-01,2026-06-20T06:37:30Z,14.5546,121.023,4.36,Bambang
JEEP-01,2026-06-20T06:38:00Z,14.56,121.045,21.44,Quinta Market
JEEP-01,2026-06-20T06:38:00Z,14.554667,121.023333,4.44,Bambang
JEEP-01,2026-06-20T06:38:30Z,14.56,121.045,15.85,Quinta Market
JEEP-01,2026-06-20T06:38:30Z,14.554733,121.023667,5.16,Bambang
JEEP-01,2026-06-20T06:39:00Z,14.559333,121.042667,20.49,San Fernando
JEEP-01,2026-06-20T06:39:00Z,14.5548,121.024,3.95,Bambang
JEEP-01,2026-06-20T06:39:30Z,14.558667,121.040333,19.77,San Fernando
JEEP-01,2026-06-20T06:39:30Z,14.554867,121.024333,6.1,Bambang
JEEP-01,2026-06-20T06:40:00Z,14.558,121.038,15.6,San Fernando
JEEP-01,2026-06-20T06:40:00Z,14.554933,121.024667,3.32,Bambang
JEEP-01,2026-06-20T06:40:30Z,14.558,121.038,15.7,San Fernando
JEEP-01,2026-06-20T06:40:30Z,14.555,121.025,2.4,Bambang
JEEP-01,2026-06-20T06:41:00Z,14.5575,121.036,21.13,Bambang
JEEP-01,2026-06-20T06:41:00Z,14.555067,121.025333,3.4,Bambang
JEEP-01,2026-06-20T06:41:30Z,14.557,121.034,21.21,Bambang
JEEP-01,2026-06-20T06:41:30Z,14.555133,121.025667,3.92,Bambang
JEEP-01,2026-06-20T06:42:00Z,14.5565,121.032,21.26,Bambang
JEEP-01,2026-06-20T06:42:00Z,14.5552,121.026,4.21,Bambang
JEEP-01,2026-06-20T06:42:30Z,14.556,121.03,15.73,Bambang
JEEP-01,2026-06-20T06:42:30Z,14.555267,121.026333,3.42,Bambang
JEEP-01,2026-06-20T06:43:00Z,14.556,121.03,13.27,Bambang
JEEP-01,2026-06-20T06:43:00Z,14.555333,121.026667,4.66,Bambang
JEEP-01,2026-06-20T06:43:30Z,14.5556,121.028,15.58,Antiguitone
JEEP-01,2026-06-20T06:43:30Z,14.5554,121.027,2.6,Bambang
JEEP-01,2026-06-20T06:44:00Z,14.5552,121.026,19.46,Antiguitone
JEEP-01,2026-06-20T06:44:00Z,14.555467,121.027333,1.7,Bambang
JEEP-01,2026-06-20T06:44:30Z,14.5548,121.024,19.86,Antiguitone
JEEP-01,2026-06-20T06:44:30Z,14.555533,121.027667,4.16,Bambang
JEEP-01,2026-06-20T06:45:00Z,14.5544,121.022,21.82,Antiguitone
JEEP-01,2026-06-20T06:45:00Z,14.5556,121.028,0.49,Bambang
JEEP-01,2026-06-20T06:45:30Z,14.554,121.02,14.48,Antiguitone
JEEP-01,2026-06-20T06:45:30Z,14.555667,121.028333,2.99,Bambang
JEEP-01,2026-06-20T06:46:00Z,14.554,121.02,16.13,Antiguitone
JEEP-01,2026-06-20T06:46:00Z,14.555733,121.028667,2.37,Bambang
JEEP-01,2026-06-20T06:46:30Z,14.5536,121.018,13.8,Recoletos
JEEP-01,2026-06-20T06:46:30Z,14.5558,121.029,3.61,Bambang
JEEP-01,2026-06-20T06:47:00Z,14.5532,121.016,21.69,Recoletos
JEEP-01,2026-06-20T06:47:00Z,14.555867,121.029333,3.53,Bambang
JEEP-01,2026-06-20T06:47:30Z,14.5528,121.014,22.47,Recoletos
JEEP-01,2026-06-20T06:47:30Z,14.555933,121.029667,1.94,Bambang
JEEP-01,2026-06-20T06:48:00Z,14.5524,121.012,21.47,Recoletos
JEEP-01,2026-06-20T06:48:00Z,14.556,121.03,2.4,Bambang
JEEP-01,2026-06-20T06:48:30Z,14.552,121.01,14.22,Recoletos
JEEP-01,2026-06-20T06:48:30Z,14.556,121.03,14.1,Bambang
JEEP-01,2026-06-20T06:49:00Z,14.552,121.01,14.67,Recoletos
JEEP-01,2026-06-20T06:49:00Z,14.5565,121.032,21.5,San Fernando
JEEP-01,2026-06-20T06:49:30Z,14.5516,121.008,15.02,Escolta
JEEP-01,2026-06-20T06:49:30Z,14.557,121.034,19.53,San Fernando
JEEP-01,2026-06-20T06:50:00Z,14.5512,121.006,20.08,Escolta
JEEP-01,2026-06-20T06:50:00Z,14.5575,121.036,20.33,San Fernando
JEEP-01,2026-06-20T06:50:00Z,14.5808,121.0885,0.0,"Araneta Center, Cubao"
JEEP-01,2026-06-20T06:50:30Z,14.5508,121.004,22.38,Escolta
JEEP-01,2026-06-20T06:50:30Z,14.558,121.038,16.65,San Fernando
JEEP-01,2026-06-20T06:50:30Z,14.580367,121.087733,0.0,Cubao Corner
JEEP-01,2026-06-20T06:51:00Z,14.5504,121.002,20.93,Escolta
JEEP-01,2026-06-20T06:51:00Z,14.558,121.038,16.57,San Fernando
JEEP-01,2026-06-20T06:51:00Z,14.579933,121.086967,0.0,Cubao Corner
JEEP-01,2026-06-20T06:51:30Z,14.55,121.0,15.56,Escolta
JEEP-01,2026-06-20T06:51:30Z,14.558667,121.040333,20.26,Quinta Market
JEEP-01,2026-06-20T06:51:30Z,14.5795,121.0862,0.0,Cubao Corner
JEEP-01,2026-06-20T06:52:00Z,14.55,121.0,17.3,Escolta
JEEP-01,2026-06-20T06:52:00Z,14.559333,121.042667,21.73,Quinta Market
JEEP-01,2026-06-20T06:52:00Z,14.5795,121.0862,22.64,Cubao Corner
JEEP-01,2026-06-20T06:52:30Z,14.549,120.9975,18.34,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T06:52:30Z,14.56,121.045,14.55,Quinta Market
JEEP-01,2026-06-20T06:52:30Z,14.578,121.082,21.26,SM City Cubao
JEEP-01,2026-06-20T06:53:00Z,14.548,120.995,21.22,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T06:53:00Z,14.56,121.045,3.1,Quinta Market
JEEP-01,2026-06-20T06:53:00Z,14.578,121.082,13.73,SM City Cubao
JEEP-01,2026-06-20T06:53:30Z,14.560133,121.045333,2.35,Raon
JEEP-01,2026-06-20T06:53:30Z,14.577333,121.079667,20.9,Aurora Boulevard
JEEP-01,2026-06-20T06:54:00Z,14.560267,121.045667,1.76,Raon
JEEP-01,2026-06-20T06:54:00Z,14.576667,121.077333,20.72,Aurora Boulevard
JEEP-01,2026-06-20T06:54:30Z,14.5604,121.046,2.27,Raon
JEEP-01,2026-06-20T06:54:30Z,14.576,121.075,13.41,Aurora Boulevard
JEEP-01,2026-06-20T06:55:00Z,14.560533,121.046333,2.95,Raon
JEEP-01,2026-06-20T06:55:00Z,14.576,121.075,2.39,Aurora Boulevard
JEEP-01,2026-06-20T06:55:30Z,14.560667,121.046667,2.35,Raon
JEEP-01,2026-06-20T06:55:30Z,14.57586,121.074698,2.15,Dapitan-Legarda
JEEP-01,2026-06-20T06:56:00Z,14.5608,121.047,3.63,Raon
JEEP-01,2026-06-20T06:56:00Z,14.575721,121.074395,1.2,Dapitan-Legarda
JEEP-01,2026-06-20T06:56:30Z,14.560933,121.047333,4.31,Raon
JEEP-01,2026-06-20T06:56:30Z,14.575581,121.074093,1.69,Dapitan-Legarda
JEEP-01,2026-06-20T06:57:00Z,14.561067,121.047667,3.05,Raon
JEEP-01,2026-06-20T06:57:00Z,14.575442,121.073791,4.29,Dapitan-Legarda
JEEP-01,2026-06-20T06:57:30Z,14.5612,121.048,5.16,Raon
JEEP-01,2026-06-20T06:57:30Z,14.575302,121.073488,2.53,Dapitan-Legarda
JEEP-01,2026-06-20T06:58:00Z,14.561333,121.048333,4.32,Raon
JEEP-01,2026-06-20T06:58:00Z,14.575163,121.073186,2.19,Dapitan-Legarda
JEEP-01,2026-06-20T06:58:30Z,14.561467,121.048667,2.09,Raon
JEEP-01,2026-06-20T06:58:30Z,14.575023,121.072884,3.15,Dapitan-Legarda
JEEP-01,2026-06-20T06:59:00Z,14.5616,121.049,3.2,Raon
JEEP-01,2026-06-20T06:59:00Z,14.574884,121.072581,1.45,Dapitan-Legarda
JEEP-01,2026-06-20T06:59:30Z,14.561733,121.049333,1.31,Raon
JEEP-01,2026-06-20T06:59:30Z,14.574744,121.072279,4.06,Dapitan-Legarda
JEEP-01,2026-06-20T07:00:00Z,14.561867,121.049667,3.75,Raon
JEEP-01,2026-06-20T07:00:00Z,14.574605,121.071977,2.18,Dapitan-Legarda
JEEP-01,2026-06-20T07:00:30Z,14.562,121.05,4.45,Raon
JEEP-01,2026-06-20T07:00:30Z,14.574465,121.071674,2.89,Dapitan-Legarda
JEEP-01,2026-06-20T07:01:00Z,14.562,121.05,16.76,Raon
JEEP-01,2026-06-20T07:01:00Z,14.574326,121.071372,3.65,Dapitan-Legarda
JEEP-01,2026-06-20T07:01:30Z,14.5635,121.052,19.92,Recto Avenue
JEEP-01,2026-06-20T07:01:30Z,14.574186,121.07107,1.52,Dapitan-Legarda
JEEP-01,2026-06-20T07:02:00Z,14.565,121.054,21.19,Recto Avenue
JEEP-01,2026-06-20T07:02:00Z,14.574047,121.070767,3.26,Dapitan-Legarda
JEEP-01,2026-06-20T07:02:30Z,14.565,121.054,15.42,Recto Avenue
JEEP-01,2026-06-20T07:02:30Z,14.573907,121.070465,3.83,Dapitan-Legarda
JEEP-01,2026-06-20T07:03:00Z,14.5665,121.056,19.48,Legarda
JEEP-01,2026-06-20T07:03:00Z,14.573767,121.070163,4.68,Dapitan-Legarda
JEEP-01,2026-06-20T07:03:30Z,14.568,121.058,19.92,Legarda
JEEP-01,2026-06-20T07:03:30Z,14.573628,121.06986,3.08,Dapitan-Legarda
JEEP-01,2026-06-20T07:04:00Z,14.568,121.058,20.0,Legarda
JEEP-01,2026-06-20T07:04:00Z,14.573488,121.069558,5.5,Dapitan-Legarda
JEEP-01,2026-06-20T07:04:30Z,14.57,121.062,22.99,Dapitan-Legarda
JEEP-01,2026-06-20T07:04:30Z,14.573349,121.069256,4.39,Dapitan-Legarda
JEEP-01,2026-06-20T07:05:00Z,14.57,121.062,15.63,Dapitan-Legarda
JEEP-01,2026-06-20T07:05:00Z,14.573209,121.068953,5.82,Dapitan-Legarda
JEEP-01,2026-06-20T07:05:30Z,14.570857,121.063857,15.35,Aurora Boulevard
JEEP-01,2026-06-20T07:05:30Z,14.57307,121.068651,3.17,Dapitan-Legarda
JEEP-01,2026-06-20T07:06:00Z,14.571714,121.065714,20.72,Aurora Boulevard
JEEP-01,2026-06-20T07:06:00Z,14.57293,121.068349,2.5,Dapitan-Legarda
JEEP-01,2026-06-20T07:06:30Z,14.572571,121.067571,20.11,Aurora Boulevard
JEEP-01,2026-06-20T07:06:30Z,14.572791,121.068047,4.35,Dapitan-Legarda
JEEP-01,2026-06-20T07:07:00Z,14.573429,121.069429,22.16,Aurora Boulevard
JEEP-01,2026-06-20T07:07:00Z,14.572651,121.067744,3.08,Dapitan-Legarda
JEEP-01,2026-06-20T07:07:30Z,14.574286,121.071286,19.52,Aurora Boulevard
JEEP-01,2026-06-20T07:07:30Z,14.572512,121.067442,3.97,Dapitan-Legarda
JEEP-01,2026-06-20T07:08:00Z,14.575143,121.073143,13.8,Aurora Boulevard
JEEP-01,2026-06-20T07:08:00Z,14.572372,121.06714,4.74,Dapitan-Legarda
JEEP-01,2026-06-20T07:08:30Z,14.576,121.075,13.7,Aurora Boulevard
JEEP-01,2026-06-20T07:08:30Z,14.572233,121.066837,4.65,Dapitan-Legarda
JEEP-01,2026-06-20T07:09:00Z,14.576,121.075,14.16,Aurora Boulevard
JEEP-01,2026-06-20T07:09:00Z,14.572093,121.066535,1.95,Dapitan-Legarda
JEEP-01,2026-06-20T07:09:30Z,14.576667,121.077333,21.87,SM City Cubao
JEEP-01,2026-06-20T07:09:30Z,14.571953,121.066233,3.89,Dapitan-Legarda
JEEP-01,2026-06-20T07:10:00Z,14.577333,121.079667,20.46,SM City Cubao
JEEP-01,2026-06-20T07:10:00Z,14.571814,121.06593,1.15,Dapitan-Legarda
JEEP-01,2026-06-20T07:10:30Z,14.578,121.082,15.9,SM City Cubao
JEEP-01,2026-06-20T07:10:30Z,14.571674,121.065628,3.51,Dapitan-Legarda
JEEP-01,2026-06-20T07:11:00Z,14.578,121.082,20.67,SM City Cubao
JEEP-01,2026-06-20T07:11:00Z,14.571535,121.065326,1.8,Dapitan-Legarda
JEEP-01,2026-06-20T07:11:30Z,14.5795,121.0862,20.6,Cubao Corner
JEEP-01,2026-06-20T07:11:30Z,14.571395,121.065023,2.39,Dapitan-Legarda
JEEP-01,2026-06-20T07:12:00Z,14.5795,121.0862,20.12,Cubao Corner
JEEP-01,2026-06-20T07:12:00Z,14.571256,121.064721,4.62,Dapitan-Legarda
JEEP-01,2026-06-20T07:12:30Z,14.5808,121.0885,19.63,"Araneta Center, Cubao"
JEEP-01,2026-06-20T07:12:30Z,14.571116,121.064419,2.07,Dapitan-Legarda
JEEP-01,2026-06-20T07:13:00Z,14.570977,121.064116,5.05,Dapitan-Legarda
JEEP-01,2026-06-20T07:13:30Z,14.570837,121.063814,2.33,Dapitan-Legarda
JEEP-01,2026-06-20T07:14:00Z,14.570698,121.063512,2.92,Dapitan-Legarda
JEEP-01,2026-06-20T07:14:30Z,14.570558,121.063209,3.13,Dapitan-Legarda
JEEP-01,2026-06-20T07:15:00Z,14.570419,121.062907,3.24,Dapitan-Legarda
JEEP-01,2026-06-20T07:15:30Z,14.570279,121.062605,3.67,Dapitan-Legarda
JEEP-01,2026-06-20T07:16:00Z,14.57014,121.062302,4.21,Dapitan-Legarda
JEEP-01,2026-06-20T07:16:30Z,14.57,121.062,1.53,Dapitan-Legarda
JEEP-01,2026-06-20T07:17:00Z,14.57,121.062,22.07,Dapitan-Legarda
JEEP-01,2026-06-20T07:17:30Z,14.568,121.058,21.77,Legarda
JEEP-01,2026-06-20T07:18:00Z,14.568,121.058,14.41,Legarda
JEEP-01,2026-06-20T07:18:30Z,14.5665,121.056,20.07,Recto Avenue
JEEP-01,2026-06-20T07:19:00Z,14.565,121.054,21.18,Recto Avenue
JEEP-01,2026-06-20T07:19:30Z,14.565,121.054,3.28,Recto Avenue
JEEP-01,2026-06-20T07:20:00Z,14.564786,121.053714,2.51,Raon
JEEP-01,2026-06-20T07:20:30Z,14.564571,121.053429,2.97,Raon
JEEP-01,2026-06-20T07:21:00Z,14.564357,121.053143,4.64,Raon
JEEP-01,2026-06-20T07:21:30Z,14.564143,121.052857,2.41,Raon
JEEP-01,2026-06-20T07:22:00Z,14.563929,121.052571,4.39,Raon
JEEP-01,2026-06-20T07:22:30Z,14.563714,121.052286,2.73,Raon
JEEP-01,2026-06-20T07:23:00Z,14.5635,121.052,3.21,Raon
JEEP-01,2026-06-20T07:23:30Z,14.563286,121.051714,3.8,Raon
JEEP-01,2026-06-20T07:24:00Z,14.563071,121.051429,4.38,Raon
JEEP-01,2026-06-20T07:24:30Z,14.562857,121.051143,4.34,Raon
JEEP-01,2026-06-20T07:25:00Z,14.562643,121.050857,2.63,Raon
JEEP-01,2026-06-20T07:25:30Z,14.562429,121.050571,1.47,Raon
JEEP-01,2026-06-20T07:26:00Z,14.562214,121.050286,1.34,Raon
JEEP-01,2026-06-20T07:26:30Z,14.562,121.05,4.3,Raon
JEEP-01,2026-06-20T07:27:00Z,14.562,121.05,13.4,Raon
JEEP-01,2026-06-20T07:27:30Z,14.561,121.0475,22.02,Quinta Market
JEEP-01,2026-06-20T07:28:00Z,14.56,121.045,19.32,Quinta Market
JEEP-01,2026-06-20T07:28:30Z,14.56,121.045,14.24,Quinta Market
JEEP-01,2026-06-20T07:29:00Z,14.559333,121.042667,18.89,San Fernando
JEEP-01,2026-06-20T07:29:30Z,14.558667,121.040333,20.05,San Fernando
JEEP-01,2026-06-20T07:30:00Z,14.558,121.038,15.44,San Fernando
JEEP-01,2026-06-20T07:30:30Z,14.558,121.038,15.66,San Fernando
JEEP-01,2026-06-20T07:31:00Z,14.5575,121.036,20.59,Bambang
JEEP-01,2026-06-20T07:31:30Z,14.557,121.034,21.72,Bambang
JEEP-01,2026-06-20T07:32:00Z,14.5565,121.032,21.89,Bambang
JEEP-01,2026-06-20T07:32:30Z,14.556,121.03,14.76,Bambang
JEEP-01,2026-06-20T07:33:00Z,14.556,121.03,16.01,Bambang
JEEP-01,2026-06-20T07:33:30Z,14.5556,121.028,13.5,Antiguitone
JEEP-01,2026-06-20T07:34:00Z,14.5552,121.026,19.53,Antiguitone
JEEP-01,2026-06-20T07:34:30Z,14.5548,121.024,20.4,Antiguitone
JEEP-01,2026-06-20T07:35:00Z,14.5544,121.022,21.24,Antiguitone
JEEP-01,2026-06-20T07:35:30Z,14.554,121.02,13.82,Antiguitone
JEEP-01,2026-06-20T07:36:00Z,14.554,121.02,13.82,Antiguitone
JEEP-01,2026-06-20T07:36:30Z,14.5536,121.018,14.34,Recoletos
JEEP-01,2026-06-20T07:37:00Z,14.5532,121.016,19.28,Recoletos
JEEP-01,2026-06-20T07:37:30Z,14.5528,121.014,21.59,Recoletos
JEEP-01,2026-06-20T07:38:00Z,14.5524,121.012,18.73,Recoletos
JEEP-01,2026-06-20T07:38:30Z,14.552,121.01,15.01,Recoletos
JEEP-01,2026-06-20T07:39:00Z,14.552,121.01,14.38,Recoletos
JEEP-01,2026-06-20T07:39:30Z,14.5516,121.008,14.71,Escolta
JEEP-01,2026-06-20T07:40:00Z,14.5512,121.006,21.56,Escolta
JEEP-01,2026-06-20T07:40:30Z,14.5508,121.004,21.85,Escolta
JEEP-01,2026-06-20T07:41:00Z,14.5504,121.002,21.97,Escolta
JEEP-01,2026-06-20T07:41:30Z,14.55,121.0,13.58,Escolta
JEEP-01,2026-06-20T07:42:00Z,14.55,121.0,16.12,Escolta
JEEP-01,2026-06-20T07:42:30Z,14.549,120.9975,23.39,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T07:43:00Z,14.548,120.995,20.54,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T10:30:00Z,14.548,120.995,0.41,"Tutuban Center, Divisoria"
JEEP-01,2026-06-20T10:30:30Z,14.548667,120.996667,1.3,Escolta
JEEP-01,2026-06-20T10:31:00Z,14.549333,120.998333,0.0,Escolta
JEEP-01,2026-06-20T10:31:30Z,14.55,121.0,0.0,Escolta
JEEP-01,2026-06-20T10:32:00Z,14.55,121.0,16.43,Escolta
JEEP-01,2026-06-20T10:32:30Z,14.5505,121.0025,23.34,Recoletos
JEEP-01,2026-06-20T10:33:00Z,14.551,121.005,25.52,Recoletos
JEEP-01,2026-06-20T10:33:30Z,14.5515,121.0075,25.6,Recoletos
JEEP-01,2026-06-20T10:34:00Z,14.552,121.01,18.11,Recoletos
JEEP-01,2026-06-20T10:34:30Z,14.552,121.01,17.52,Recoletos
JEEP-01,2026-06-20T10:35:00Z,14.5525,121.0125,27.7,Antiguitone
JEEP-01,2026-06-20T10:35:30Z,14.553,121.015,25.94,Antiguitone
JEEP-01,2026-06-20T10:36:00Z,14.5535,121.0175,25.7,Antiguitone
JEEP-01,2026-06-20T10:36:30Z,14.554,121.02,16.59,Antiguitone
